24 		 51
4 		 11
14 		 44
8 		 21
12 		 11
26 		 70
15 		 20
23 		 61
6 		 12
26 		 64
17 		 59
23 		 20
27 		 67
9 		 19
23 		 49
24 		 44
14 		 19
21 		 61
23 		 43
12 		 35
31 		 52
14 		 37
27 		 66
7 		 22
17 		 52
14 		 54
26 		 50
24 		 40
2 		 20
15 		 55
32 		 54
11 		 28
